,Predicted_Probability,Odds,Log_Odds,y_test,compared,class_0_probability,class_1_probability
0,0.6015373530938252,1.5096455282933157,0.41187487379423676,1,0.6015373530938252,0.39846264690617483,0.6015373530938252
1,0.3244014148157719,0.480168878280453,-0.7336174072068303,1,0.3244014148157719,0.6755985851842281,0.3244014148157719
2,0.06509133451551534,0.06962320162235737,-2.664657410549678,0,0.06509133451551534,0.9349086654844847,0.06509133451551534
3,0.05037713192845958,0.05304961961453564,-2.9365275842676324,0,0.05037713192845958,0.9496228680715404,0.05037713192845958
4,0.0774623855997668,0.08396664199987901,-2.4773356780605345,0,0.07746238559976679,0.9225376144002332,0.0774623855997668
5,0.10136185166163347,0.11279495740199473,-2.1821836448004523,0,0.10136185166163349,0.8986381483383665,0.10136185166163347
6,0.05903398998660048,0.0627376433987874,-2.7687936383087397,0,0.05903398998660048,0.9409660100133995,0.05903398998660048
7,0.26248207177241467,0.3558992422099022,-1.033107615690223,0,0.26248207177241467,0.7375179282275853,0.26248207177241467
8,0.08378827789138911,0.09145078137458773,-2.3919543598997772,0,0.08378827789138911,0.9162117221086109,0.08378827789138911
9,0.05129025297950372,0.05406316646433235,-2.917602166702073,0,0.05129025297950372,0.9487097470204963,0.05129025297950372
10,0.1209431156615802,0.1375828092770154,-1.9835292938674485,1,0.1209431156615802,0.8790568843384198,0.1209431156615802
11,0.115345677436689,0.13038502666495952,-2.037263462271577,1,0.115345677436689,0.884654322563311,0.115345677436689
12,0.2338673721115693,0.30525703200520343,-1.1866011293845844,0,0.2338673721115693,0.7661326278884307,0.2338673721115693
13,0.1487168516995072,0.17469728138799234,-1.7447006235660005,1,0.1487168516995072,0.8512831483004928,0.1487168516995072
14,0.11425623588721506,0.12899468279255805,-2.047984094132318,0,0.11425623588721505,0.885743764112785,0.11425623588721506
15,0.06443941687273366,0.06887786642029556,-2.675420394657512,0,0.06443941687273365,0.9355605831272663,0.06443941687273366
16,0.07982255417321815,0.08674691445137234,-2.444760429071627,0,0.07982255417321815,0.9201774458267818,0.07982255417321815
17,0.10694653613573636,0.11975378906541177,-2.1223174017268764,0,0.10694653613573636,0.8930534638642637,0.10694653613573636
18,0.13436591524083352,0.15522253294614238,-1.8628954952629104,0,0.13436591524083352,0.8656340847591665,0.13436591524083352
19,0.05630985493730758,0.05966985586520746,-2.818928312983032,0,0.05630985493730757,0.9436901450626924,0.05630985493730758
20,0.1486631378399814,0.17462316557372143,-1.7451249664066657,0,0.1486631378399814,0.8513368621600186,0.1486631378399814
21,0.09744391357552537,0.10796438586055607,-2.2259538667912904,0,0.09744391357552537,0.9025560864244746,0.09744391357552537
22,0.044870406916208125,0.046978344343134304,-3.0580685421106826,0,0.044870406916208125,0.9551295930837919,0.044870406916208125
23,0.040198068619872455,0.0418816292253866,-3.1729079915066114,0,0.04019806861987246,0.9598019313801276,0.040198068619872455
24,0.24536854529035118,0.3251501693429396,-1.123468143852289,1,0.2453685452903512,0.7546314547096489,0.24536854529035118
25,0.10159781384843372,0.11308722909907691,-2.1795958191315266,0,0.10159781384843371,0.8984021861515663,0.10159781384843372
26,0.058335290536217256,0.06194910985825882,-2.7814420397227457,0,0.05833529053621725,0.9416647094637828,0.058335290536217256
27,0.051020410103929756,0.05376344301516261,-2.923161540637132,0,0.051020410103929756,0.9489795898960702,0.051020410103929756
28,0.1209183249857739,0.13755072870085375,-1.9837624939094558,0,0.1209183249857739,0.8790816750142261,0.1209183249857739
29,0.08395225872418169,0.09164616093835659,-2.389820193862288,0,0.08395225872418169,0.9160477412758183,0.08395225872418169
30,0.2717371955382075,0.3731306801245043,-0.9858265718368916,0,0.2717371955382075,0.7282628044617925,0.2717371955382075
31,0.08294339984818408,0.09044523515173769,-2.403010747890101,0,0.08294339984818408,0.9170566001518159,0.08294339984818408
32,0.03394178888258667,0.035134310222700894,-3.348577126729327,0,0.03394178888258667,0.9660582111174133,0.03394178888258667
33,0.10391303428440862,0.11596311324696751,-2.1544831276953547,0,0.10391303428440862,0.8960869657155914,0.10391303428440862
34,0.0924731322249024,0.10189575152921974,-2.283805032171981,0,0.09247313222490239,0.9075268677750976,0.0924731322249024
35,0.051721099602492084,0.05454207573406007,-2.9087828433585896,0,0.05172109960249209,0.948278900397508,0.051721099602492084
36,0.21884628733280515,0.28015777661168606,-1.2724023466137007,1,0.21884628733280517,0.7811537126671948,0.21884628733280515
37,0.04054399348214012,0.04225727204448473,-3.1639788205937096,1,0.04054399348214013,0.9594560065178599,0.04054399348214012
38,0.08200756264465592,0.0893335928571618,-2.415377682026127,0,0.08200756264465592,0.9179924373553441,0.08200756264465592
39,0.10712446780241283,0.11997693288643833,-2.1204557806242135,0,0.10712446780241282,0.8928755321975872,0.10712446780241283
40,0.08333369972853898,0.0909095269498405,-2.3978904763616278,0,0.08333369972853898,0.916666300271461,0.08333369972853898
41,0.15321888759470864,0.18094273165764013,-1.7095746974627974,1,0.15321888759470864,0.8467811124052913,0.15321888759470864
42,0.04238018005038708,0.044255746557769655,-3.1177700502477115,0,0.04238018005038707,0.9576198199496129,0.04238018005038708
43,0.06160929511245017,0.0656542043645168,-2.7233536381740118,0,0.061609295112450176,0.9383907048875498,0.06160929511245017
44,0.39242022967769863,0.6458744165717243,-0.437150195689732,0,0.39242022967769863,0.6075797703223014,0.39242022967769863
45,0.1426997124571859,0.16645242574943078,-1.7930457416252352,0,0.1426997124571859,0.8573002875428141,0.1426997124571859
46,0.1491281354490538,0.17526509179823127,-1.7414556409507629,0,0.1491281354490538,0.8508718645509462,0.1491281354490538
47,0.14193299879065485,0.16541015863634992,-1.7993270796791356,0,0.14193299879065485,0.8580670012093452,0.14193299879065485
48,0.08332943352519023,0.0909044498348471,-2.3979463259182405,0,0.08332943352519025,0.9166705664748098,0.08332943352519023
49,0.10955350293730781,0.12303210052337896,-2.095309977794171,0,0.10955350293730783,0.8904464970626922,0.10955350293730781
50,0.07147095537962428,0.07697223451835565,-2.564310512827608,0,0.07147095537962428,0.9285290446203758,0.07147095537962428
51,0.12796638537475558,0.14674478509609862,-1.9190603568774196,0,0.12796638537475558,0.8720336146252444,0.12796638537475558
52,0.07686851656773425,0.08326930447863383,-2.4856752913736657,0,0.07686851656773425,0.9231314834322657,0.07686851656773425
53,0.11502462259800089,0.129974941151104,-2.0404136074833468,0,0.11502462259800089,0.884975377401999,0.11502462259800089
54,0.0753385593008007,0.08147691250522147,-2.5074355810118076,0,0.0753385593008007,0.9246614406991993,0.0753385593008007
55,0.06534513061159146,0.06991364700678235,-2.6604944126499377,0,0.06534513061159146,0.9346548693884086,0.06534513061159146
56,0.07322680758649114,0.07901265183965173,-2.5381472894687276,0,0.07322680758649114,0.9267731924135089,0.07322680758649114
57,0.03891785390323992,0.04049378511638873,-3.206606770561228,0,0.03891785390323993,0.9610821460967601,0.03891785390323992
58,0.22176567425821433,0.2849600267205319,-1.255406365671377,0,0.22176567425821436,0.7782343257417856,0.22176567425821433
59,0.06064425252259483,0.0645594096650306,-2.7401693990363736,0,0.06064425252259482,0.9393557474774051,0.06064425252259483
60,0.08675322002544071,0.09499427967088746,-2.3539386031851897,0,0.08675322002544071,0.9132467799745593,0.08675322002544071
61,0.7232710488842358,2.613644311402999,0.9607455353249911,0,0.7232710488842358,0.27672895111576423,0.7232710488842358
62,0.058154313862425845,0.06174505518086677,-2.7847413847231115,0,0.058154313862425845,0.9418456861375741,0.058154313862425845
63,0.07204119629090405,0.07763404582504302,-2.5557492131501593,0,0.07204119629090404,0.927958803709096,0.07204119629090405
64,0.06860861687733955,0.07366249905310115,-2.608261441672663,0,0.06860861687733953,0.9313913831226605,0.06860861687733955
65,0.09659135590665117,0.10691878646300669,-2.2356857377290034,1,0.09659135590665117,0.9034086440933489,0.09659135590665117
66,0.05038117068771115,0.053054098268246266,-2.9364431639701603,0,0.05038117068771114,0.9496188293122888,0.05038117068771115
67,0.05182918404416029,0.05466228571052559,-2.90658128247899,0,0.05182918404416028,0.9481708159558397,0.05182918404416029
68,0.17501727691555136,0.21214659655076906,-1.5504777501173592,0,0.17501727691555138,0.8249827230844486,0.17501727691555136
69,0.18518055887000284,0.22726575916400962,-1.4816352010725906,0,0.18518055887000287,0.8148194411299972,0.18518055887000284
70,0.116385998661612,0.1317158832763232,-2.027108075558466,1,0.11638599866161202,0.883614001338388,0.116385998661612
71,0.33262966483509626,0.4984184152460196,-0.6963153634635124,1,0.33262966483509626,0.6673703351649037,0.33262966483509626
